종목코드,종목명,시가총액
13810,스페코,"40,815,483,950"
347700,스피어,"406,798,705,030"
49830,승일,"53,042,768,800"
20710,시공테크,"77,284,924,350"
33170,시그네틱스,"61,724,389,680"
48870,시너지이노베이션,"237,888,800,100"
25320,시노펙스,"633,397,936,120"
340810,시선AI,"48,002,283,810"
269620,시스웍,"132,090,012,299"
56090,시지메드텍,"108,525,246,836"
429270,시지트로닉스,"31,395,931,000"
418250,시큐레터,"45,439,033,350"
131090,시큐브,"33,080,000,000"
290520,신도기연,"25,439,191,114"
1000,신라섬유,"50,375,895,500"
25870,신라에스지,"20,920,000,000"
215600,신라젠,"448,921,967,000"
65350,신성델타테크,"1,616,056,142,400"
416180,신성에스티,"324,528,030,200"
162300,신스틸,"84,601,619,280"
290560,신시웨이,"29,034,280,380"
2800,신신제약,"86,623,555,000"
472220,신영스팩10호,"10,153,850,000"
17000,신원종합개발,"31,153,632,090"
12790,신일제약,"74,195,908,850"
138070,신진에스엠,"38,069,468,700"
226330,신테카바이오,"65,306,273,000"
452980,신한제11호스팩,"38,944,300,000"
474660,신한제12호스팩,"11,509,200,000"
474930,신한제13호스팩,"7,801,100,000"
487360,신한제14호스팩,"11,477,400,000"
487830,신한제15호스팩,"8,852,250,000"
496070,신한제16호스팩,"11,296,200,000"
56700,신화인터텍,"58,561,532,910"
187270,신화콘텍,"34,894,826,800"
243840,신흥에스이씨,"201,273,986,700"
257720,실리콘투,"2,771,087,432,400"
222800,심텍,"1,381,864,722,000"
36710,심텍홀딩스,"133,654,217,620"
444530,심플랫폼,"68,244,377,640"
234030,싸이닉솔루션,"240,771,000,000"
160980,싸이맥스,"184,291,979,410"
356890,싸이버원,"55,943,901,000"
217330,싸이토젠,"56,783,037,885"
208640,썸에이지,"61,265,711,760"
222420,쎄노텍,"37,550,150,806"
37760,쎄니트,"59,545,940,960"
81180,쎄크,"81,371,432,700"
99320,쎄트렉아이,"810,394,572,000"
49960,쎌바이오텍,"117,218,000,000"
88280,쏘닉스,"39,804,927,000"
50890,쏠리드,"411,170,904,630"
394800,쓰리빌리언,"261,702,696,750"
177900,쓰리에이로직스,"70,161,592,000"
475400,씨메스,"303,805,164,000"
109670,씨싸이트,"37,237,520,760"
66790,씨씨에스,"97,271,994,227"
222080,씨아이에스,"528,449,660,370"
352480,씨앤씨인터내셔널,"441,614,798,100"
264660,씨앤지하이테크,"129,291,587,600"
352700,씨앤투스,"68,188,552,905"
458870,씨어스테크놀로지,"778,951,620,000"
297090,씨에스베어링,"187,617,600,000"
900120,씨엑스아이,"18,515,594,944"
359090,씨엔알리서치,"56,321,302,660"
115530,씨엔플러스,"27,660,941,000"
115480,씨유메디칼,"37,950,973,308"
376290,씨유테크,"56,415,712,500"
189330,씨이랩,"49,350,813,840"
96530,씨젠,"1,360,487,143,700"
101240,씨큐브,"51,971,751,150"
60590,씨티씨바이오,"168,541,709,400"
260930,씨티케이,"109,473,405,060"
413630,씨피시스템,"108,763,328,610"
13990,아가방컴퍼니,"162,299,990,160"
123860,아나패스,"239,558,680,400"
25980,아난티,"871,112,365,830"
125210,아모그린텍,"120,591,534,900"
357580,아모센스,"108,499,952,880"
52710,아모텍,"207,826,849,980"
74430,아미노로직스,"88,265,978,220"
92040,아미코젠,"219,248,112,795"
83930,아바코,"233,515,031,590"
149950,아바텍,"150,768,450,000"
36010,아비코전자,"120,433,982,040"
50860,아세아텍,"44,977,500,000"
136410,아셈스,"124,075,133,560"
246720,아스타,"108,045,276,800"
450950,아스테라시스,"478,436,706,680"
67390,아스트,"215,689,304,765"
159010,아스플로,"57,339,377,700"
127710,아시아경제,"37,172,847,330"
154030,아시아종묘,"25,269,611,365"
227610,아우딘퓨쳐스,"31,636,766,146"
331740,아우토크립트,"146,940,554,320"
143160,아이디스,"188,608,464,000"
54800,아이디스홀딩스,"120,861,790,080"
332370,아이디피,"66,235,892,740"
66430,아이로보틱스,"57,359,842,340"
339950,아이비김영,"89,803,416,690"
469750,아이비젼웍스,"60,143,745,446"
460470,아이빔테크놀로지,"45,969,969,150"
99190,아이센스,"562,773,290,400"
461300,아이스크림미디어,"337,032,644,850"
289010,아이스크림에듀,"24,710,993,632"
214430,아이쓰리시스템,"623,262,852,000"
40910,아이씨디,"84,234,337,125"
368600,아이씨에이치,"39,461,278,500"
456010,아이씨티케이,"226,272,597,360"
52860,아이앤씨,"51,712,962,330"
464500,아이언디바이스,"53,339,664,660"
212710,아이에스티이,"115,975,620,220"
38880,아이에이,"69,132,696,200"
307180,아이엘,"71,156,562,500"
101390,아이엠,"5,140,810,224"
461030,아이엠비디엑스,"150,971,167,500"
451220,아이엠티,"88,825,612,080"
90150,아이윈,"33,960,862,623"
123010,아이윈플러스,"38,765,689,354"
31310,아이즈비전,"42,115,358,714"
462980,아이지넷,"42,395,066,025"
185490,아이진,"67,169,013,240"
59100,아이컴포넌트,"39,243,273,000"
262840,아이퀘스트,"45,543,565,275"
175250,아이큐어,"81,501,658,560"
52460,아이크래프트,"38,199,752,640"
119830,아이텍,"140,446,391,700"
52770,아이톡시,"24,227,545,012"
124500,아이티센글로벌,"416,985,350,190"
10280,아이티센엔텍,"68,966,089,374"
232830,아이티센피엔에스,"29,912,590,960"
372800,아이티아이즈,"34,830,662,400"
84850,아이티엠반도체,"274,917,160,080"
309710,아이티켐,"386,298,130,700"
114840,아이패밀리에스씨,"394,893,720,000"
27360,아주IB투자,"273,788,617,560"
32080,아즈텍WB,"29,077,362,237"
13310,아진산업,"124,569,128,220"
59120,아진엑스텍,"76,331,506,680"
203690,아크솔루션스,"76,921,522,875"
158430,아톤,"192,591,599,750"
200350,아티스트스튜디오,"81,167,723,000"
321820,아티스트컴퍼니,"86,220,309,280"
1540,안국약품,"104,339,360,000"
53800,안랩,"678,716,866,000"
65660,안트로젠,"245,649,755,000"
297570,알로이스,"31,089,853,764"
260660,알리코제약,"65,829,555,195"
354320,알멕,"139,332,105,800"
361570,알비더블유,"64,816,121,205"
131370,알서포트,"157,670,565,680"
140670,알에스오토메이션,"126,336,641,200"
96610,알에프세미,"51,550,708,615"
61040,알에프텍,"88,085,015,955"
148250,알엔투테크놀로지,"65,087,570,080"
347860,알체라,"118,649,095,465"
196170,알테오젠,"24,834,477,636,000"
123750,알톤,"21,044,136,347"
85810,알티캐스트,"30,362,540,901"
43100,알파녹스,"31,170,624,000"
117670,알파칩스,"38,003,306,920"
314140,알피바이오,"63,957,744,180"
291650,압타머사이언스,"29,748,736,032"
293780,압타바이오,"215,050,880,000"
310200,애니플러스,"207,155,974,740"
179530,애드바이오텍,"52,776,804,360"
397810,애드포러스,"55,248,600,600"
900100,애머릿지,"34,712,118,168"
52790,액토즈소프트,"71,383,019,400"
290740,액트로,"53,646,508,630"
238090,앤디포스,"42,656,841,036"
92600,앤씨앤,"13,545,099,180"
129890,앱코,"51,251,130,920"
174900,앱클론,"294,604,203,070"
109960,앱토크롬,"73,964,405,115"
270520,앱튼,"186,806,668,600"
255440,야스,"109,687,200,000"
30960,양지사,"131,355,600,000"
102120,어보브반도체,"219,236,684,490"
238120,얼라인드,"48,025,512,640"
19990,에너토크,"91,707,227,200"
435570,에르코스,"88,509,342,460"
270660,에브리봇,"216,219,833,180"
38680,에스넷,"79,351,878,370"
217480,에스디생명공학,"54,756,837,359"
121890,에스디시스템,"21,266,313,600"
304360,에스바이오메딕스,"302,424,798,000"
389500,에스비비테크,"149,796,829,600"
42110,에스씨디,"64,954,934,016"
298060,에스씨엠생명과학,"44,441,337,328"
65420,에스아이리소스,"19,826,911,823"
103230,에스앤더블류,"32,544,000,000"
260970,에스앤디,"321,674,244,800"
101490,에스앤에스텍,"1,139,071,835,700"
95910,에스에너지,"39,942,519,824"
275630,에스에스알,"20,611,612,325"
31330,에스에이엠티,"333,483,548,445"
60540,에스에이티,"34,757,296,980"
56190,에스에프에이,"912,082,504,000"
0008Z0,에스엔시스,"397,751,172,600"
246250,에스엘에스바이오,"30,220,617,614"
41510,에스엠,"3,136,572,530,000"
460870,에스엠씨지,"116,759,260,560"
7820,에스엠코어,"90,152,757,000"
464080,에스오에스랩,"199,451,042,400"
109610,에스와이,"165,307,012,000"
365330,에스와이스틸텍,"101,013,000,000"
306040,에스제이그룹,"39,019,349,740"
398120,에스지헬스케어,"36,021,394,500"
457940,에스케이증권제10호스팩,"6,901,350,000"
472230,에스케이증권제11호스팩,"8,476,200,000"
473000,에스케이증권제12호스팩,"6,802,050,000"
473950,에스케이증권제13호스팩,"9,061,000,000"
455910,에스케이증권제9호스팩,"10,441,600,000"
475660,에스켐,"65,738,332,150"
96630,에스코넥,"52,471,248,176"
69510,에스텍,"156,776,700,000"
488280,에스투더블유,"380,637,018,200"
234300,에스트래픽,"106,778,434,200"
39440,에스티아이,"383,877,500,000"
98660,에스티오,"25,376,981,280"
52020,에스티큐브,"489,479,695,200"
237690,에스티팜,"1,863,356,461,200"
50760,에스폴리텍,"27,442,259,040"
288620,에스퓨얼셀,"81,937,169,840"
443670,에스피소프트,"163,045,773,280"
317830,에스피시스템스,"101,058,412,840"
58610,에스피지,"596,570,984,000"
43340,에쎈테크,"45,695,000,000"
163280,에어레인,"128,180,691,520"
54630,에이디칩스,"12,594,094,680"
200710,에이디테크놀로지,"358,869,947,400"
475580,에이럭스,"164,588,792,000"
96690,에이루트,"38,064,132,581"
298380,에이비엘바이오,"5,392,019,386,000"
203400,에이비온,"164,955,168,000"
195990,에이비프로바이오,"57,222,633,921"
3800,에이스침대,"312,738,000,000"
88800,에이스테크,"157,430,914,890"
241840,에이스토리,"87,767,944,800"
364950,에이아이코리아,"73,180,251,000"
453860,에이에스텍,"126,438,755,250"
312610,에이에프더블류,"28,501,441,416"
172670,에이엘티,"82,971,998,340"
481070,에이유브랜즈,"323,556,000,000"
445090,에이직랜드,"341,370,124,000"
295310,에이치브이엠,"294,572,792,250"
72990,에이치시티,"87,794,566,720"
44990,에이치엔에스하이텍,"115,317,518,400"
239610,에이치엘사이언스,"60,122,082,250"
36170,에이치엠넥스,"53,572,191,498"
462020,에이치엠씨제6호스팩,"8,994,150,000"
477340,에이치엠씨제7호스팩,"15,095,100,000"
148930,에이치와이티씨,"37,902,668,425"
376270,에이치이엠파마,"188,645,676,050"
44780,에이치케이,"25,352,928,190"
357230,에이치피오,"115,114,746,945"
355690,에이텀,"39,564,453,600"
71670,에이테크솔루션,"59,000,000,000"
45660,에이텍,"101,185,000,000"
224110,에이텍모빌리티,"58,045,800,000"
21080,에이티넘인베스트,"129,360,000,000"
200470,에이팩트,"194,442,006,870"
262260,에이프로,"81,455,695,760"
397030,에이프릴바이오,"630,731,690,550"
230240,에치에프알,"202,696,070,000"
159910,에코글로우,"28,440,399,254"
230360,에코마케팅,"431,812,698,940"
38870,에코바이오,"53,747,329,415"
97780,에코볼트,"66,443,461,578"
448280,에코아이,"441,503,822,100"
101360,에코앤드림,"355,722,280,000"
128540,에코캡,"50,978,778,600"
86520,에코프로,"6,591,932,179,600"
247540,에코프로비엠,"11,266,714,828,800"
383310,에코프로에이치엔,"496,057,141,800"
38110,에코플라스틱,"136,476,461,550"
73540,에프알텍,"28,671,000,000"
64850,에프앤가이드,"96,531,408,720"
36810,에프에스티,"714,679,127,400"
173940,에프엔씨엔터,"49,256,985,600"
83500,에프엔에스테크,"108,740,154,960"
54940,엑사이엔씨,"26,572,011,948"
950130,엑세스바이오,"198,448,396,320"
373110,엑셀세라퓨틱스,"35,932,847,670"
205100,엑셈,"176,154,589,220"
356680,엑스게이트,"249,470,120,080"
70300,엑스큐어,"34,494,475,440"
317770,엑스페릭스,"128,337,993,645"
373200,엑스플러스,"67,433,270,968"
69920,엑시온그룹,"33,050,561,220"
92870,엑시콘,"200,329,733,950"
317870,엔바이오니아,"121,531,500,180"
67570,엔브이에이치코리아,"95,936,750,000"
236810,엔비티,"52,369,189,210"
333620,엔시스,"75,477,859,600"
101400,엔시트론,"22,041,135,060"
475230,엔알비,"129,922,151,940"
78860,엔에스이엔엠,"77,883,281,184"
451700,엔에이치스팩29호,"30,063,250,000"
466910,엔에이치스팩30호,"18,973,500,000"
481890,엔에이치스팩31호,"13,197,600,000"
265740,엔에프씨,"108,253,416,000"
354200,엔젠바이오,"44,567,867,840"
455900,엔젤로보틱스,"373,505,022,600"
419080,엔젯,"68,776,350,500"
208860,엔지스테크널러지,"61,415,501,157"
183490,엔지켐생명과학,"98,590,986,358"
182400,엔케이맥스,"263,029,901,475"
348370,엔켐,"1,633,721,428,800"
69410,엔텔스,"50,250,861,720"
227950,엔투텍,"79,023,799,526"
291230,엔피,"57,280,411,725"
48830,엔피케이,"21,158,032,990"
96870,엘디티,"20,235,552,000"
290650,엘앤씨바이오,"1,477,131,000,000"
156100,엘앤케이바이오,"178,625,231,700"
0041J0,엘에스스팩1호,"8,240,550,000"
73110,엘엠에스,"53,819,317,750"
83310,엘오티베큠,"255,039,672,560"
37950,엘컴텍,"75,749,424,543"
489500,엘케이켐,"145,336,996,400"
170920,엘티씨,"194,531,194,080"
58630,엠게임,"114,331,680,450"
226590,엠디바이스,"253,012,659,200"
58970,엠로,"511,784,725,100"
169330,엠브레인,"37,853,920,260"
373170,엠아이큐브솔루션,"41,008,750,200"
179290,엠아이텍,"230,443,627,360"
9780,엠에스씨,"196,944,000,000"
123040,엠에스오토텍,"146,237,078,165"
432980,엠에프씨,"35,913,481,560"
413390,엠오티,"80,019,043,800"
32790,엠젠솔루션,"42,030,604,800"
33160,엠케이전자,"203,892,898,440"
347890,엠투아이,"110,104,958,040"
33310,엠투엔,"80,886,173,155"
259630,엠플러스,"178,717,543,200"
105550,엣지파운드리,"158,180,243,020"
60850,영림원소프트랩,"54,396,390,000"
143540,영우디에스피,"32,111,924,400"
265560,영화테크,"78,572,823,000"
36000,예림당,"77,510,342,105"
250930,예선테크,"15,147,201,960"
53280,예스24,"97,000,000,000"
122640,예스티,"431,266,384,200"
476040,오가노이드사이언스,"231,057,898,500"
900300,오가닉티코스메틱,"35,712,827,328"
45060,오공,"42,354,935,000"
192410,오늘이엔엠,"56,688,480,064"
80520,오디텍,"38,176,479,250"
39830,오로라,"206,862,745,800"
322310,오로스테크놀로지,"273,503,026,400"
46120,오르비텍,"103,347,314,790"
475830,오름테라퓨틱,"702,463,428,400"
14940,오리엔탈정공,"454,825,136,780"
65500,오리엔트정공,"88,562,724,480"
10470,오리콤,"73,407,056,500"
417860,오브젠,"59,105,813,920"
352910,오비고,"54,216,170,580"
53980,오상자이엘,"66,724,482,245"
36220,오상헬스케어,"225,621,418,800"
52420,오성첨단소재,"153,166,396,320"
52300,오션인더블유,"46,294,817,535"
39200,오스코텍,"1,717,657,402,400"
226400,오스테오닉,"157,648,015,630"
31510,오스템,"29,372,000,000"
342870,오아,"66,236,673,230"
368970,오에스피,"21,402,706,400"
138080,오이솔루션,"113,040,370,800"
80580,오킨스전자,"182,794,696,500"
67170,오텍,"46,970,895,430"
353590,오토앤,"38,691,087,850"
173130,오파스넷,"82,453,709,360"
440320,오픈놀,"44,972,250,000"
49480,오픈베이스,"78,870,181,330"
394280,오픈엣지테크놀로지,"273,202,615,600"
309930,오하임앤컴퍼니,"71,747,050,640"
476060,온코닉테라퓨틱스,"581,956,406,000"
382150,온코크로스,"118,016,141,340"
244460,올리패스,"8,980,622,755"
226950,올릭스,"1,933,030,646,300"
57540,옴니시스템,"48,689,021,745"
131030,옵투스제약,"123,410,157,680"
82210,옵트론텍,"68,542,252,310"
109080,옵티시스,"51,963,920,000"
380540,옵티코어,"91,442,147,808"
153710,옵티팜,"74,816,785,800"
432430,와이랩,"85,182,931,200"
338840,와이바이오로직스,"214,670,239,160"
122990,와이솔,"163,538,760,030"
232140,와이씨,"1,154,378,074,500"
112290,와이씨켐,"225,465,153,500"
65530,와이어블,"66,161,003,697"
67900,와이엔텍,"116,477,817,600"
7530,와이엠,"60,642,779,475"
155650,와이엠씨,"69,133,970,900"
273640,와이엠텍,"97,378,080,000"
251370,와이엠티,"263,478,593,600"
209640,와이제이링크,"96,137,833,480"
96250,와이즈넛,"199,460,243,280"
273060,와이즈버즈,"57,069,787,242"
19210,와이지-원,"173,576,644,230"
122870,와이지엔터테인먼트,"1,827,984,592,200"
79000,와토스코리아,"42,768,000,000"
403490,우듬지팜,"80,307,231,032"
32820,우리기술,"753,164,484,800"
41190,우리기술투자,"915,600,000,000"
115440,우리넷,"75,344,158,160"
46970,우리로,"57,191,623,695"
82850,우리바이오,"113,630,675,410"
215360,우리산업,"76,618,847,570"
72470,우리산업홀딩스,"58,550,757,100"
73560,우리손에프앤지,"104,271,890,358"
37400,우리엔터프라이즈,"27,875,416,798"
153490,우리이앤엘,"37,425,960,000"
101170,우림피티에스,"69,795,000,000"
66590,우수AMS,"112,725,905,040"
103840,우양,"73,403,429,580"
101970,우양에이치씨,"262,818,459,930"
46940,우원개발,"56,934,202,500"
215380,우정바이오,"28,290,517,256"
65680,우주일렉트로,"382,555,499,400"
18620,우진비앤지,"26,780,374,611"
457550,우진엔텍,"228,538,506,350"
396470,워트,"133,151,200,000"
307280,원바이오젠,"39,729,911,200"
32940,원익,"123,350,099,400"
240810,원익IPS,"2,252,951,055,900"
74600,원익QnC,"650,628,000,000"
104830,원익머트리얼즈,"411,020,800,000"
14190,원익큐브,"53,276,858,530"
217820,원익피앤이,"130,025,491,660"
30530,원익홀딩스,"1,030,354,666,540"
12620,원일특강,"36,476,000,000"
136150,원일티엔아이,"198,211,359,500"
382840,원준,"133,320,902,130"
336570,원텍,"894,290,836,180"
376980,원티드랩,"39,895,719,490"
8370,원풍,"59,940,000,000"
8290,원풍물산,"21,567,649,870"
101160,월덱스,"404,519,328,500"
336060,웨이버스,"53,211,496,000"
95270,웨이브일렉트로,"102,403,391,040"
289930,웨이비스,"109,296,046,890"
65950,웰크론,"55,389,814,524"
76080,웰크론한텍,"32,648,555,420"
43590,웰킵스하이텍,"17,855,989,396"
196700,웹스,"21,043,470,960"
69080,웹젠,"505,172,906,400"
53580,웹케시,"179,998,473,600"
479960,위너스,"87,966,840,000"
377460,위니아에이드,"253,187,202,960"
44340,위닉스,"100,984,851,250"
330350,위더스제약,"93,339,122,730"
348350,위드텍,"91,041,384,000"
112040,위메이드,"909,819,344,400"
101730,위메이드맥스,"563,158,081,920"
123420,위메이드플레이,"108,504,705,320"
65370,위세아이텍,"51,318,480,300"
38620,위즈코프,"45,437,679,000"
299900,위지윅스튜디오,"150,009,871,268"
36090,위지트,"83,940,129,356"
459100,위츠,"80,529,540,000"
136540,윈스테크넷,"153,865,217,380"
97800,윈팩,"69,054,985,797"
192390,윈하이텍,"28,959,601,125"
335870,윙스풋,"38,191,078,440"
900340,윙입푸드,"57,377,257,920"
36200,유니셈,"322,280,983,730"
18000,유니슨,"197,173,299,015"
203450,유니온바이오메트릭스,"45,475,192,610"
11320,유니크,"75,543,917,450"
86390,유니테스트,"440,646,527,100"
241690,유니테크노,"78,428,612,730"
142210,유니트론텍,"133,834,152,270"
389680,유디엠텍,"28,948,355,640"
88340,유라클,"68,857,474,400"
48430,유라테크,"94,348,800,000"
206650,유바이오로직스,"516,401,727,600"
89850,유비벨록스,"92,505,649,720"
84440,유비온,"20,777,291,200"
32620,유비케어,"221,576,855,055"
264450,유비쿼스,"133,519,527,850"
78070,유비쿼스홀딩스,"190,835,728,480"
24800,유성티엔에스,"90,591,680,340"
54930,유신,"64,650,000,000"
69330,유아이디,"17,029,309,200"
49520,유아이엘,"106,416,433,200"
444920,유안타제11호스팩,"10,899,200,000"
446150,유안타제12호스팩,"10,994,850,000"
449020,유안타제13호스팩,"20,627,600,000"
450940,유안타제14호스팩,"9,465,900,000"
473050,유안타제15호스팩,"14,230,300,000"
474490,유안타제16호스팩,"11,102,650,000"
493790,유안타제17호스팩,"10,646,550,000"
263770,유에스티,"50,244,364,640"
388720,유일로보틱스,"839,409,200,600"
340930,유일에너테크,"55,308,595,650"
23410,유진기업,"258,604,836,735"
56080,유진로봇,"418,260,494,800"
468760,유진스팩10호,"8,946,400,000"
488060,유진스팩11호,"9,605,200,000"
84370,유진테크,"1,594,956,523,200"
240600,유진테크놀로지,"30,830,271,950"
221800,유투바이오,"36,739,822,980"
179900,유티아이,"469,905,984,000"
263050,유틸렉스,"60,445,998,696"
191410,육일씨엔에쓰,"18,520,633,515"
372170,윤성에프앤씨,"256,925,345,600"
146060,율촌,"29,899,415,775"
72770,율호,"85,748,200,681"
39020,이건홀딩스,"107,954,909,020"
67920,이글루,"63,777,490,200"
44960,이글벳,"54,233,678,070"
303530,이노뎁,"48,365,980,410"
296640,이노룰스,"32,519,422,560"
302430,이노메트리,"74,732,380,800"
462350,이노스페이스,"161,119,634,340"
274400,이노시뮬레이션,"40,207,731,525"
73490,이노와이어리스,"162,342,112,100"
215790,이노인스트루먼트,"17,845,435,007"
344860,이노진,"21,016,410,000"
88390,이녹스,"99,865,380,160"
272290,이녹스첨단소재,"491,532,089,400"
53350,이니텍,"180,888,972,240"
452400,이닉스,"93,526,422,680"
264850,이랜시스,"152,381,898,360"
54210,이랜텍,"193,730,668,600"
9730,이렘,"54,080,648,328"
65440,이루온,"44,103,707,340"
424870,이뮨온시아,"421,264,593,300"
115610,이미지스,"29,641,472,652"
478110,이베스트스팩6호,"10,090,200,000"
131400,이브이첨단소재,"117,276,823,776"
351330,이삭엔지니어링,"70,866,846,000"
80010,이상네트웍스,"64,714,767,180"
86890,이수앱지스,"218,508,150,840"
47560,이스트소프트,"254,778,605,600"
900110,이스트아시아홀딩스,"49,484,095,276"
239340,이스트에이드,"60,704,176,500"
67010,이씨에스,"32,702,040,000"
456070,이엔셀,"126,569,956,050"
102710,이엔에프테크놀로지,"778,687,062,000"
41520,이엘씨,"95,681,530,500"
63760,이엘피,"19,023,265,200"
123570,이엠넷,"50,789,457,840"
83470,이엠앤아이,"21,980,538,870"
95190,이엠코리아,"134,436,551,720"
91120,이엠텍,"170,130,054,480"
39030,이오테크닉스,"2,950,532,225,000"
294090,이오플로우,"52,267,866,450"
88290,이원컴포텍,"39,880,364,000"
353810,이지바이오,"193,860,051,200"
99750,이지케어텍,"110,313,284,640"
377330,이지트로닉스,"33,658,709,790"
35810,이지홀딩스,"245,806,664,850"
92130,이크레더블,"200,766,812,000"
134060,이퓨쳐,"21,080,085,000"
1840,이화공영,"36,010,355,776"
41830,인바디,"394,989,842,600"
352940,인바이오,"24,452,392,500"
79950,인베니아,"12,087,200,000"
389470,인벤티지랩,"529,358,199,600"
277410,인산가,"45,978,571,485"
60150,인선이엔티,"213,261,342,960"
33230,인성정보,"102,798,798,300"
450520,인스웨이브,"60,729,907,140"
465480,인스피언,"70,863,026,280"
37330,인지디스플레,"62,711,985,096"
100030,인지소프트,"62,981,634,520"
211050,인카금융서비스,"648,413,076,000"
83640,인콘,"24,792,791,969"
64090,인크레더블버즈,"101,475,199,800"
216050,인크로스,"95,938,868,340"
49070,인탑스,"283,628,000,000"
119610,인터로조,"235,614,760,560"
17250,인터엠,"23,676,150,375"
51370,인터플렉스,"219,744,786,240"
64290,인텍플러스,"229,364,442,460"
189300,인텔리안테크,"543,106,700,400"
287840,인투셀,"561,239,280,000"
150840,인트로메딕,"251,537,720,850"
48530,인트론바이오,"134,554,002,280"
115310,인포바인,"211,368,854,600"
39290,인포뱅크,"52,685,506,680"
71200,인피니트헬스케어,"149,062,358,380"
101930,인화정공,"510,578,374,600"
333430,일승,"240,897,696,480"
68330,일신바이오,"73,221,927,840"
178780,일월지엠엘,"53,307,585,000"
19540,일지테크,"54,324,270,000"
94820,일진파워,"164,508,715,190"
950140,잉글우드랩,"270,997,692,240"
49550,잉크테크,"59,799,144,850"
389020,자람테크놀로지,"243,570,789,000"
254120,자비스,"41,979,578,550"
43910,자연과환경,"78,807,062,615"
234920,자이글,"71,307,895,700"
289220,자이언트스텝,"130,303,370,640"
174880,장원테크,"11,610,352,250"
49630,재영솔루텍,"89,067,842,500"
417840,저스템,"98,410,262,500"
110020,전진바이오팜,"24,458,657,400"
208140,정다운,"86,613,251,900"
40420,정상제이엘에스,"100,179,557,280"
45510,정원엔시스,"33,497,663,680"
217190,제너셈,"81,290,242,980"
95700,제넥신,"236,355,163,860"
122310,제노레이,"75,243,373,480"
361390,제노코,"156,742,052,090"
225220,제놀루션,"45,288,449,560"
123330,제닉,"215,552,794,000"
381620,제닉스로보틱스,"161,875,132,800"
159580,제로투세븐,"89,445,719,740"
147830,제룡산업,"126,800,000,000"
33100,제룡전기,"547,728,146,900"
79370,제우스,"489,758,272,100"
54950,제이브이엠,"397,152,952,200"
23440,제이스코홀딩스,"130,862,966,894"
90470,제이스텍,"59,420,419,600"
137950,제이씨케미칼,"78,160,027,140"
33320,제이씨현시스템,"97,865,891,840"
417500,제이아이테크,"108,517,502,640"
204270,제이앤티씨,"1,344,976,834,500"
127120,제이에스링크,"744,814,714,300"
26040,제이에스티나,"65,767,603,150"
452160,제이엔비,"81,171,927,880"
126880,제이엔케이글로벌,"98,040,715,175"
322510,제이엘케이,"153,683,929,840"
33050,제이엠아이,"26,943,115,834"
94970,제이엠티,"50,412,202,400"
418550,제이오,"245,895,728,640"
420570,제이투케이바이오,"55,434,138,840"
89790,제이티,"58,179,493,320"
0010V0,제이피아이헬스케어,"100,678,488,000"
52670,제일바이오,"60,588,453,120"
412540,제일엠앤에스,"81,063,616,775"
199820,제일일렉트릭,"224,866,400,000"
38010,제일테크노스,"61,110,000,000"
80220,제주반도체,"675,768,383,460"
216080,제테마,"220,171,300,520"
337930,젝시믹스,"154,020,905,250"
229000,젠큐릭스,"24,676,391,606"
82270,젬백스,"2,486,321,896,800"
34940,조아제약,"34,821,325,548"
67000,조이시티,"126,525,237,260"
33340,좋은사람들,"220,077,766,660"
36930,주성엔지니어링,"1,536,220,432,500"
72020,중앙백신,"93,689,263,900"
440,중앙에너비스,"95,212,817,700"
51980,중앙첨단소재,"257,050,804,975"
228760,지노믹트리,"576,507,583,300"
314130,지놈앤컴퍼니,"82,532,042,325"
389030,지니너스,"69,538,596,825"
263860,지니언스,"253,320,840,000"
303030,지니틱스,"32,773,141,076"
36180,지더블유바이텍,"53,929,030,348"
208350,지란지교시큐리티,"26,515,647,000"
446840,지슨,"111,629,831,860"
144510,지씨셀,"317,586,914,400"
340450,지씨지놈,"188,733,328,140"
358570,지아이이노베이션,"1,212,350,077,200"
382480,지아이텍,"81,666,065,500"
382800,지앤비에스 에코,"101,541,020,790"
51160,지어소프트,"120,545,809,700"
53050,지에스이,"82,315,953,765"
388610,지에프씨생명과학,"104,557,108,730"
119850,지엔씨에너지,"537,056,878,850"
65060,지엔코,"21,468,325,208"
204840,지엘팜텍,"88,720,271,694"
311320,지오엘리먼트,"93,347,744,000"
456160,지투지바이오,"1,223,378,232,000"
388050,지투파워,"172,875,197,880"
18120,진로발효,"127,191,715,200"
109820,진매트릭스,"57,306,128,400"
86060,진바이오텍,"36,853,312,360"
36890,진성티이씨,"287,997,853,080"
363250,진시스템,"42,468,071,940"
7370,진양제약,"78,226,684,000"
285800,진영,"34,290,403,740"
85660,차바이오텍,"840,688,013,000"
261780,차백신연구소,"73,476,447,810"
351870,차이커뮤니케이션,"71,428,108,800"
94850,참좋은여행,"99,400,000,000"
4650,창해에탄올,"91,633,123,450"
278280,천보,"425,000,000,000"
362320,청담글로벌,"192,408,790,600"
66360,체리부로,"38,073,899,910"
47820,초록뱀미디어,"171,666,588,600"
94360,칩스앤미디어,"360,173,499,300"
16920,카스,"30,758,997,618"
284620,카이노스메드,"35,965,517,911"
293490,카카오게임즈,"1,320,062,341,410"
140430,카티스,"42,788,970,560"
42000,카페24,"1,029,542,142,300"
313760,캐리,"29,811,114,760"
317530,캐리소프트,"48,691,351,900"
71850,캐스텍코리아,"40,879,680,530"
198080,캐프,"48,238,814,400"
